query_id,doc_1,click_prob_1,relevance_score_1,doc_2,click_prob_2,relevance_score_2,doc_3,click_prob_3,relevance_score_3,doc_4,click_prob_4,relevance_score_4,doc_5,click_prob_5,relevance_score_5,doc_6,click_prob_6,relevance_score_6,doc_7,click_prob_7,relevance_score_7,doc_8,click_prob_8,relevance_score_8,doc_9,click_prob_9,relevance_score_9,doc_10,click_prob_10,relevance_score_10
14344,19.0,0,1,20.0,0,2,1.0,0,2,22.0,0,1,9.0,0,1,13.0,0,2,11.0,0,3,10.0,0,3,17.0,0,2,4.0,0,1
14345,1.0,1,1,4.0,0,1,12.0,0,1,2.0,0,2,3.0,0,1,9.0,0,1,10.0,0,1,7.0,0,1,5.0,0,2,6.0,0,1
14346,16.0,0,1,11.0,0,2,5.0,0,1,26.0,0,2,18.0,0,2,23.0,0,2,20.0,0,1,1.0,0,2,3.0,0,1,13.0,0,2
14347,22.0,1,3,35.0,0,2,34.0,0,2,31.0,0,2,3.0,0,1,4.0,0,1,18.0,0,2,7.0,0,2,15.0,0,2,21.0,0,2
14348,29.0,0,2,3.0,1,2,17.0,0,1,1.0,0,1,2.0,0,3,31.0,0,3,25.0,0,2,32.0,0,3,12.0,0,2,8.0,0,3
14349,10.0,0,1,16.0,0,2,17.0,0,3,4.0,0,1,12.0,0,1,11.0,0,3,6.0,0,2,5.0,0,2,9.0,0,1,19.0,0,1
14350,21.0,0,2,22.0,0,3,3.0,1,4,37.0,0,2,32.0,0,3,28.0,0,1,12.0,0,3,5.0,0,2,35.0,0,2,24.0,0,2
14352,16.0,0,2,12.0,0,1,4.0,0,2,19.0,0,1,3.0,0,3,17.0,0,2,18.0,0,2,25.0,0,3,10.0,0,1,11.0,0,1
14353,6.0,0,1,23.0,0,2,28.0,0,2,16.0,0,1,30.0,1,2,26.0,0,2,25.0,0,2,34.0,0,2,33.0,0,2,32.0,0,2
14354,3.0,1,1,6.0,0,1,4.0,0,3,11.0,0,1,13.0,0,1,8.0,0,1,1.0,0,1,10.0,0,1,9.0,0,1,12.0,0,1
14355,25.0,1,3,2.0,0,3,23.0,0,3,32.0,0,3,34.0,0,3,33.0,0,4,6.0,0,2,31.0,0,2,12.0,0,2,20.0,0,1
14356,33.0,1,4,14.0,0,2,34.0,0,1,22.0,0,2,30.0,0,2,28.0,0,2,35.0,0,2,6.0,0,2,3.0,0,3,40.0,0,2
14357,2.0,0,2,11.0,0,2,22.0,0,2,14.0,0,2,9.0,0,1,12.0,0,2,19.0,1,3,16.0,0,1,10.0,0,1,15.0,0,2
14358,18.0,1,1,3.0,0,3,9.0,0,1,2.0,0,2,4.0,0,2,11.0,0,3,12.0,0,3,17.0,0,2,8.0,0,3,19.0,0,1
14359,4.0,0,1,20.0,0,1,26.0,0,2,18.0,0,2,3.0,0,1,5.0,0,2,28.0,0,2,25.0,0,2,23.0,0,1,27.0,0,3
14360,3.0,0,1,1.0,0,1,12.0,0,1,6.0,1,1,13.0,0,1,11.0,0,1,9.0,0,1,2.0,0,1,10.0,0,1,5.0,0,1
14361,8.0,0,4,7.0,0,2,11.0,1,1,13.0,0,1,3.0,0,2,6.0,0,1,17.0,0,1,10.0,0,1,12.0,0,1,2.0,0,1
14362,40.0,0,1,36.0,0,2,22.0,1,3,29.0,0,2,37.0,0,2,39.0,0,3,4.0,0,1,38.0,0,3,34.0,0,2,41.0,0,2
14363,15.0,0,4,1.0,0,1,11.0,0,1,8.0,0,1,13.0,0,1,3.0,0,2,19.0,0,2,20.0,0,1,10.0,0,1,6.0,0,1
14364,19.0,1,4,6.0,0,4,20.0,0,4,24.0,0,2,22.0,0,2,9.0,0,2,16.0,0,2,10.0,0,1,8.0,0,1,2.0,0,1
14365,28.0,1,4,20.0,0,2,11.0,0,3,15.0,0,2,25.0,0,2,6.0,0,1,9.0,0,2,8.0,0,2,34.0,0,1,35.0,0,1
14367,13.0,0,1,9.0,0,2,3.0,0,2,49.0,0,3,22.0,0,2,23.0,0,1,10.0,0,2,26.0,0,2,17.0,0,3,8.0,0,3
14368,2.0,1,2,3.0,0,2,14.0,0,2,9.0,0,1,20.0,0,2,8.0,0,2,19.0,0,1,10.0,0,1,17.0,0,2,22.0,0,1
14369,4.0,1,4,14.0,0,3,17.0,0,2,20.0,0,1,32.0,0,1,22.0,0,2,13.0,0,2,26.0,0,1,7.0,0,1,6.0,0,2
14371,33.0,0,4,30.0,0,1,6.0,1,2,22.0,0,1,34.0,0,1,16.0,0,1,32.0,0,1,36.0,0,1,1.0,0,1,11.0,0,2
14373,18.0,0,1,13.0,0,3,2.0,1,2,5.0,0,3,15.0,0,3,20.0,0,2,4.0,0,2,7.0,0,2,11.0,0,3,9.0,0,3
14374,9.0,0,2,16.0,0,2,6.0,0,2,15.0,0,3,14.0,0,3,11.0,0,1,4.0,0,1,1.0,1,2,18.0,0,2,5.0,0,2
14375,11.0,0,2,23.0,0,1,31.0,0,1,19.0,1,2,14.0,0,1,27.0,0,1,12.0,0,1,21.0,0,1,15.0,0,2,6.0,0,1
14376,4.0,0,2,17.0,0,2,29.0,1,2,2.0,0,2,25.0,0,3,19.0,0,4,32.0,0,3,21.0,0,3,6.0,0,3,11.0,0,2
14378,6.0,1,4,8.0,0,4,2.0,0,3,7.0,0,2,9.0,0,1,10.0,0,4,12.0,0,2,14.0,0,1,19.0,0,2,15.0,0,2
14379,19.0,1,2,20.0,0,1,14.0,0,1,4.0,0,2,17.0,0,2,16.0,0,4,3.0,0,1,23.0,0,2,18.0,0,1,8.0,0,3
14382,10.0,0,2,11.0,0,1,4.0,0,2,12.0,0,2,14.0,0,2,5.0,0,1,2.0,0,3,13.0,0,3,17.0,0,1,1.0,0,3
14383,9.0,0,2,13.0,1,2,10.0,0,2,11.0,0,2,2.0,0,2,6.0,0,2,14.0,0,2,7.0,0,2,5.0,0,2,15.0,0,1
14384,2.0,0,2,34.0,0,2,12.0,0,1,10.0,0,1,23.0,0,2,20.0,0,2,27.0,0,2,15.0,0,2,1.0,0,1,4.0,0,1
14385,10.0,0,2,14.0,1,3,17.0,0,2,16.0,0,1,4.0,0,2,3.0,0,2,2.0,0,2,12.0,0,3,1.0,0,2,8.0,0,2
14386,3.0,0,1,5.0,0,2,6.0,0,1,8.0,0,1,12.0,0,2,4.0,0,2,9.0,0,1,13.0,0,2,1.0,0,3,7.0,0,2
14387,2.0,1,2,18.0,0,4,12.0,0,3,7.0,0,3,15.0,0,3,13.0,0,2,21.0,0,2,4.0,0,1,3.0,0,1,6.0,0,1
14388,20.0,1,4,18.0,0,2,22.0,0,2,5.0,0,1,1.0,0,2,6.0,0,1,16.0,0,2,13.0,0,2,2.0,0,2,21.0,0,2
14389,3.0,0,1,10.0,0,2,4.0,0,1,13.0,0,1,12.0,1,2,5.0,0,2,6.0,0,2,8.0,0,1,16.0,0,1,14.0,0,1
14390,19.0,0,1,4.0,0,1,11.0,0,1,16.0,0,1,7.0,0,1,21.0,0,2,3.0,0,1,9.0,0,1,12.0,0,1,23.0,0,1
14391,17.0,0,2,26.0,0,2,32.0,0,1,31.0,1,2,28.0,0,1,14.0,0,1,7.0,0,1,22.0,0,1,8.0,0,2,1.0,0,2
14392,22.0,1,3,12.0,0,2,25.0,0,1,15.0,0,4,17.0,0,3,9.0,0,1,11.0,0,3,23.0,0,2,6.0,0,3,16.0,0,3
14393,24.0,0,3,22.0,1,3,18.0,0,2,9.0,0,3,27.0,0,2,10.0,0,2,12.0,0,2,7.0,0,4,14.0,0,3,15.0,0,2
14394,5.0,0,3,11.0,1,2,15.0,0,1,17.0,0,1,3.0,0,1,1.0,0,3,4.0,0,1,8.0,0,2,6.0,0,2,14.0,0,1
14396,16.0,0,4,7.0,0,2,10.0,1,1,17.0,0,1,2.0,0,2,8.0,0,1,12.0,0,2,11.0,0,2,4.0,0,2,19.0,0,4
14398,7.0,1,2,13.0,0,2,8.0,0,1,17.0,0,1,16.0,0,1,3.0,0,2,2.0,0,1,15.0,0,2,11.0,0,2,12.0,0,2
14401,6.0,1,2,12.0,0,2,8.0,0,2,2.0,0,1,16.0,0,2,3.0,0,2,7.0,0,2,1.0,0,1,9.0,0,1,5.0,0,2
14402,27.0,0,2,25.0,0,1,8.0,1,2,18.0,0,1,5.0,0,2,20.0,0,2,19.0,0,1,21.0,0,1,4.0,0,2,29.0,0,1
14404,9.0,0,3,15.0,0,3,6.0,0,1,16.0,0,3,7.0,0,2,5.0,1,4,17.0,0,3,4.0,0,2,10.0,0,2,3.0,0,4
14405,10.0,1,1,3.0,0,2,5.0,0,1,23.0,0,1,22.0,0,2,19.0,0,2,17.0,0,1,18.0,0,2,11.0,0,2,24.0,0,1
14406,7.0,1,2,8.0,0,3,4.0,0,3,11.0,0,2,3.0,0,2,1.0,0,2,14.0,0,2,15.0,0,3,10.0,0,2,6.0,0,3
14407,3.0,0,2,5.0,1,3,21.0,0,3,2.0,0,4,24.0,0,1,4.0,0,2,10.0,0,3,22.0,0,1,6.0,0,1,12.0,0,2
14408,11.0,0,2,31.0,0,1,10.0,0,1,17.0,0,1,14.0,0,2,24.0,0,2,28.0,0,2,22.0,0,3,13.0,0,1,21.0,0,2
14409,1.0,0,4,5.0,0,2,4.0,0,1,2.0,0,2,10.0,0,1,6.0,0,1,13.0,0,1,12.0,0,2,8.0,0,1,7.0,0,1
14410,14.0,1,2,16.0,0,1,3.0,0,1,1.0,0,2,9.0,0,1,6.0,0,1,8.0,0,1,4.0,0,1,15.0,0,2,12.0,0,1
14411,14.0,0,1,6.0,0,1,13.0,0,1,9.0,0,1,2.0,0,2,10.0,0,1,11.0,0,1,1.0,0,1,5.0,0,1,12.0,0,1
14412,6.0,1,2,18.0,0,3,16.0,0,3,12.0,0,1,23.0,0,2,5.0,0,3,22.0,0,3,9.0,0,1,20.0,0,1,8.0,0,3
14413,14.0,1,2,23.0,0,2,12.0,0,2,7.0,0,2,11.0,0,2,8.0,0,2,19.0,0,1,20.0,0,2,17.0,0,2,18.0,0,2
14414,3.0,1,3,4.0,0,1,11.0,0,2,19.0,0,2,21.0,0,1,20.0,0,1,22.0,0,1,12.0,0,2,16.0,0,2,8.0,0,2
14415,12.0,0,3,3.0,1,3,1.0,0,2,8.0,0,2,7.0,0,2,6.0,0,2,9.0,0,2,2.0,0,3,15.0,0,1,11.0,0,2
14416,19.0,1,3,15.0,0,3,22.0,0,2,17.0,0,3,13.0,0,3,8.0,0,3,5.0,0,3,14.0,0,2,1.0,0,2,12.0,0,2
14418,6.0,0,4,5.0,1,4,7.0,0,1,1.0,0,1,11.0,0,1,3.0,0,2,9.0,0,1,8.0,0,1,4.0,0,1,10.0,0,3
14420,9.0,0,2,4.0,1,3,8.0,0,2,11.0,0,2,1.0,0,2,7.0,0,2,13.0,0,2,2.0,0,2,3.0,0,1,6.0,0,2
14422,19.0,0,1,6.0,0,2,11.0,0,3,1.0,0,1,2.0,0,1,13.0,0,1,17.0,0,1,4.0,0,1,8.0,0,1,3.0,0,1
14423,13.0,0,2,11.0,0,1,12.0,0,2,17.0,0,4,9.0,0,1,14.0,0,1,3.0,0,3,4.0,0,4,16.0,0,2,15.0,0,2
14424,9.0,0,3,4.0,1,3,24.0,0,3,19.0,0,3,13.0,0,2,20.0,0,2,5.0,0,3,6.0,0,2,18.0,0,1,27.0,0,2
14426,11.0,1,2,1.0,0,1,12.0,0,2,5.0,0,1,17.0,0,1,7.0,0,1,6.0,0,3,16.0,0,2,3.0,0,1,14.0,0,3
14427,12.0,0,2,11.0,1,1,5.0,0,3,2.0,0,2,27.0,0,1,24.0,0,2,8.0,0,2,18.0,0,3,15.0,0,2,19.0,0,2
14428,6.0,0,4,3.0,0,2,2.0,1,2,13.0,0,1,11.0,0,3,9.0,0,3,10.0,0,4,4.0,0,2,5.0,0,1,7.0,0,1
14429,16.0,1,1,7.0,0,2,8.0,0,1,2.0,0,1,10.0,0,1,14.0,0,1,17.0,0,1,20.0,0,1,13.0,0,2,5.0,0,1
14430,3.0,1,3,14.0,0,1,1.0,0,2,6.0,0,2,12.0,0,1,17.0,0,2,2.0,0,2,9.0,0,2,10.0,0,3,16.0,0,2
14431,15.0,0,1,9.0,1,3,20.0,0,1,1.0,0,2,10.0,0,2,19.0,0,2,28.0,0,1,25.0,0,1,5.0,0,3,3.0,0,1
14432,2.0,0,2,14.0,0,1,6.0,0,1,16.0,0,1,12.0,0,3,15.0,0,1,10.0,0,3,4.0,0,1,5.0,0,1,13.0,0,3
14434,4.0,0,3,26.0,1,3,25.0,0,3,14.0,0,2,23.0,0,3,16.0,0,3,21.0,0,1,17.0,0,2,24.0,0,2,1.0,0,2
14435,23.0,1,2,1.0,0,2,4.0,0,2,17.0,0,2,14.0,0,2,9.0,0,2,8.0,0,2,13.0,0,2,10.0,0,3,20.0,0,2
14437,1.0,0,1,15.0,0,1,12.0,0,1,14.0,0,1,21.0,1,2,10.0,0,1,3.0,0,1,17.0,0,3,20.0,0,1,11.0,0,2
14438,7.0,0,2,9.0,0,3,13.0,1,3,15.0,0,2,2.0,0,1,14.0,0,2,10.0,0,2,12.0,0,2,17.0,0,2,3.0,0,1
14439,7.0,1,3,5.0,0,3,10.0,0,3,1.0,0,2,17.0,0,2,25.0,0,2,18.0,0,2,29.0,0,3,9.0,0,3,2.0,0,1
14440,17.0,1,2,1.0,0,1,11.0,0,3,7.0,0,2,12.0,0,3,9.0,0,2,19.0,0,4,3.0,0,3,13.0,0,2,22.0,0,3
14442,10.0,0,1,11.0,0,2,12.0,0,2,4.0,0,1,2.0,0,2,5.0,0,1,9.0,0,1,7.0,0,1,1.0,0,1,6.0,0,1
14443,4.0,0,3,9.0,0,2,17.0,1,2,14.0,0,2,2.0,0,1,13.0,0,2,16.0,0,1,8.0,0,2,12.0,0,1,1.0,0,2
14444,15.0,1,2,10.0,0,3,14.0,0,2,7.0,0,1,3.0,0,2,13.0,0,1,12.0,0,1,2.0,0,1,1.0,0,1,4.0,0,2
14445,6.0,0,2,19.0,0,3,15.0,1,2,1.0,0,2,20.0,0,1,23.0,0,2,2.0,0,3,17.0,0,1,4.0,0,2,18.0,0,1
14447,18.0,0,1,22.0,1,2,17.0,0,1,12.0,0,1,23.0,0,3,16.0,0,2,15.0,0,1,13.0,0,2,19.0,0,2,7.0,0,2
14448,15.0,0,1,3.0,0,4,14.0,0,1,7.0,0,1,4.0,0,1,1.0,1,3,2.0,0,2,12.0,0,2,17.0,0,2,16.0,0,2
14451,13.0,0,2,12.0,1,4,9.0,0,4,6.0,0,1,2.0,0,3,11.0,0,1,18.0,0,4,8.0,0,2,1.0,0,3,21.0,0,4
14454,1.0,1,3,24.0,0,3,23.0,0,2,9.0,0,2,15.0,0,2,22.0,0,1,13.0,0,2,12.0,0,3,11.0,0,3,14.0,0,2
14455,9.0,0,1,2.0,1,1,12.0,0,1,7.0,0,1,14.0,0,3,3.0,0,1,5.0,0,1,1.0,0,1,4.0,0,2,10.0,0,1
14456,6.0,0,2,15.0,0,3,13.0,1,3,17.0,0,4,23.0,0,4,21.0,0,3,22.0,0,1,5.0,0,3,8.0,0,1,2.0,0,1
14457,2.0,0,2,13.0,0,4,3.0,1,2,10.0,0,1,5.0,0,1,8.0,0,1,4.0,0,4,14.0,0,1,12.0,0,2,19.0,0,1
14458,9.0,1,3,12.0,0,2,4.0,0,2,6.0,0,3,3.0,0,1,10.0,0,2,14.0,0,3,5.0,0,2,8.0,0,1,2.0,0,1
14459,27.0,1,2,19.0,0,1,12.0,0,1,1.0,0,1,3.0,0,1,14.0,0,1,28.0,0,3,30.0,0,2,10.0,0,2,2.0,0,1
14460,4.0,0,2,12.0,1,2,23.0,0,4,10.0,0,2,2.0,0,3,17.0,0,2,13.0,0,2,24.0,0,2,9.0,0,2,3.0,0,1
14461,22.0,1,4,15.0,0,2,10.0,0,2,4.0,0,2,21.0,0,4,12.0,0,3,14.0,0,3,11.0,0,1,1.0,0,1,19.0,0,4
14462,3.0,1,3,10.0,0,2,13.0,0,2,12.0,0,1,1.0,0,1,2.0,0,1,4.0,0,3,7.0,0,3,8.0,0,1,9.0,0,2
14464,34.0,0,1,12.0,0,1,30.0,1,2,21.0,0,1,14.0,0,2,1.0,0,1,22.0,0,2,25.0,0,1,24.0,0,3,23.0,0,2
14465,15.0,0,2,8.0,1,3,4.0,0,1,11.0,0,2,9.0,0,2,2.0,0,2,1.0,0,2,7.0,0,3,10.0,0,2,6.0,0,3
14466,7.0,1,1,5.0,0,1,2.0,0,1,10.0,0,1,4.0,0,1,9.0,0,2,8.0,0,2,1.0,0,2,3.0,0,2,11.0,0,2
14467,6.0,0,3,9.0,0,3,3.0,1,3,4.0,0,2,8.0,0,1,15.0,0,4,5.0,0,1,16.0,0,2,12.0,0,1,1.0,0,2
14468,16.0,1,2,19.0,0,2,3.0,0,1,5.0,0,1,10.0,0,1,13.0,0,2,2.0,0,2,6.0,0,2,4.0,0,1,14.0,0,2
14470,3.0,1,1,17.0,0,1,14.0,0,2,1.0,0,2,6.0,0,2,4.0,0,1,16.0,0,2,10.0,0,1,12.0,0,1,11.0,0,1
14471,12.0,0,4,2.0,1,4,5.0,0,2,7.0,0,1,14.0,0,2,10.0,0,3,19.0,0,1,20.0,0,2,17.0,0,2,18.0,0,1
14472,9.0,0,3,6.0,0,2,12.0,0,2,2.0,0,1,13.0,0,3,1.0,0,2,4.0,0,2,8.0,1,2,3.0,0,2,10.0,0,1
14473,14.0,0,2,3.0,0,1,17.0,0,1,7.0,1,2,4.0,0,1,19.0,0,3,9.0,0,1,5.0,0,1,15.0,0,1,1.0,0,1
14475,6.0,1,3,10.0,0,2,13.0,0,3,16.0,0,2,15.0,0,3,14.0,0,2,3.0,0,1,4.0,0,3,8.0,0,3,9.0,0,2
14476,14.0,1,1,11.0,0,2,8.0,0,1,15.0,0,1,9.0,0,2,6.0,0,1,3.0,0,2,5.0,0,2,1.0,0,2,4.0,0,1
14477,10.0,0,1,4.0,0,2,8.0,0,1,1.0,0,1,7.0,0,1,2.0,0,4,5.0,0,1,3.0,0,1,12.0,0,2,11.0,0,2
14478,20.0,1,2,11.0,0,2,18.0,0,2,19.0,0,1,17.0,0,1,23.0,0,2,4.0,0,1,10.0,0,4,6.0,0,1,7.0,0,3
14479,23.0,1,3,6.0,0,3,14.0,0,2,34.0,0,3,29.0,0,3,25.0,0,3,30.0,0,3,36.0,0,2,35.0,0,1,27.0,0,2
14480,1.0,0,1,13.0,0,1,11.0,0,1,6.0,0,1,19.0,0,1,17.0,0,1,5.0,0,2,22.0,0,1,16.0,0,1,21.0,0,1
14483,17.0,0,2,8.0,0,1,18.0,0,1,11.0,0,1,4.0,0,2,19.0,0,1,3.0,0,1,15.0,0,1,12.0,0,1,20.0,0,1
14484,17.0,1,3,18.0,0,2,7.0,0,3,16.0,0,2,8.0,0,2,14.0,0,2,9.0,0,3,15.0,0,1,1.0,0,2,19.0,0,3
14485,13.0,0,3,6.0,0,2,2.0,0,3,15.0,0,3,9.0,0,3,11.0,0,3,8.0,0,2,16.0,0,3,5.0,0,2,14.0,0,2
14486,7.0,0,2,17.0,1,2,8.0,0,2,25.0,0,3,3.0,0,3,14.0,0,2,12.0,0,1,13.0,0,1,20.0,0,1,11.0,0,2
14487,3.0,0,1,8.0,0,2,5.0,0,2,7.0,0,1,14.0,0,2,1.0,0,1,13.0,0,1,10.0,0,2,17.0,0,2,12.0,0,2
14488,4.0,0,2,18.0,1,2,2.0,0,1,20.0,0,3,5.0,0,2,9.0,0,2,16.0,0,1,21.0,0,2,12.0,0,3,10.0,0,2
14489,2.0,1,3,11.0,0,4,1.0,0,3,3.0,0,4,15.0,0,1,4.0,0,3,20.0,0,4,17.0,0,1,16.0,0,2,7.0,0,2
14490,12.0,1,2,25.0,0,2,10.0,0,2,6.0,0,2,7.0,0,3,14.0,0,2,19.0,0,1,4.0,0,2,11.0,0,2,3.0,0,2
14491,7.0,0,2,17.0,0,3,5.0,0,3,4.0,0,2,3.0,0,1,8.0,0,2,18.0,0,2,1.0,0,2,13.0,0,2,19.0,0,3
14493,10.0,0,1,1.0,1,2,8.0,0,1,11.0,0,2,5.0,0,1,3.0,0,2,4.0,0,1,7.0,0,1,12.0,0,2,2.0,0,1
14494,25.0,1,2,16.0,0,1,6.0,0,1,13.0,0,2,3.0,0,2,1.0,0,2,4.0,0,2,7.0,0,2,19.0,0,1,17.0,0,2
14498,23.0,1,3,24.0,0,4,11.0,0,2,4.0,0,1,15.0,0,1,1.0,0,2,20.0,0,3,19.0,0,1,3.0,0,3,21.0,0,4
14499,8.0,0,2,22.0,0,3,13.0,0,2,2.0,0,1,15.0,0,3,11.0,0,2,7.0,0,2,6.0,0,2,5.0,0,2,20.0,0,2
14500,10.0,0,2,6.0,0,1,4.0,0,2,11.0,0,2,7.0,0,2,13.0,0,2,12.0,0,1,2.0,1,1,9.0,0,3,14.0,0,4
14501,5.0,1,3,10.0,0,2,4.0,0,1,7.0,0,2,11.0,0,2,14.0,0,2,3.0,0,2,12.0,0,2,16.0,0,2,13.0,0,1
14502,12.0,0,2,24.0,0,3,6.0,0,2,15.0,0,2,5.0,0,1,10.0,0,2,22.0,0,2,17.0,0,2,20.0,0,2,9.0,0,2
14504,5.0,0,2,3.0,0,2,1.0,1,3,8.0,0,2,4.0,0,2,10.0,0,1,14.0,0,2,11.0,0,2,7.0,0,2,12.0,0,2
14507,8.0,0,3,17.0,0,1,5.0,0,4,15.0,0,4,11.0,1,1,12.0,0,3,4.0,0,3,13.0,0,2,3.0,0,1,9.0,0,4
14508,28.0,0,1,13.0,0,1,29.0,0,1,21.0,0,2,20.0,0,1,5.0,0,1,4.0,0,1,2.0,0,1,11.0,0,1,32.0,0,1
14509,4.0,0,2,5.0,1,2,8.0,0,2,13.0,0,2,1.0,0,1,3.0,0,2,14.0,0,2,10.0,0,3,9.0,0,2,6.0,0,2
14510,8.0,0,1,6.0,0,2,5.0,0,1,2.0,1,1,10.0,0,1,9.0,0,1,4.0,0,1,11.0,0,1,1.0,0,1,7.0,0,1
14511,28.0,1,4,17.0,0,3,24.0,0,2,9.0,0,2,22.0,0,3,8.0,0,2,13.0,0,2,2.0,0,1,10.0,0,2,14.0,0,2
14512,2.0,1,2,11.0,0,3,10.0,0,2,4.0,0,1,1.0,0,3,14.0,0,3,3.0,0,1,19.0,0,3,12.0,0,1,9.0,0,1
14513,1.0,0,2,16.0,0,1,15.0,0,4,11.0,0,4,2.0,0,2,14.0,0,4,17.0,0,2,13.0,0,3,6.0,0,1,18.0,0,1
14514,10.0,0,2,5.0,1,4,12.0,0,2,14.0,0,1,4.0,0,2,11.0,0,1,15.0,0,1,2.0,0,2,17.0,0,1,7.0,0,1
14515,19.0,1,3,3.0,0,3,2.0,0,3,13.0,0,2,15.0,0,4,14.0,0,1,6.0,0,2,7.0,0,3,16.0,0,1,20.0,0,2
14516,7.0,0,1,12.0,0,1,6.0,0,2,18.0,0,1,11.0,1,1,4.0,0,1,13.0,0,2,10.0,0,1,14.0,0,2,3.0,0,1
14518,16.0,0,1,19.0,0,1,14.0,0,1,1.0,0,1,4.0,0,3,3.0,0,2,17.0,0,2,18.0,0,1,5.0,0,2,10.0,0,3
14519,7.0,0,1,9.0,0,2,2.0,1,2,10.0,0,2,8.0,0,2,1.0,0,1,4.0,0,1,12.0,0,2,6.0,0,2,13.0,0,1
14520,11.0,0,2,9.0,0,1,7.0,0,1,10.0,0,2,8.0,0,2,5.0,0,2,6.0,0,1,2.0,0,1,4.0,0,1,1.0,0,2
14521,12.0,0,1,22.0,1,2,8.0,0,2,4.0,0,3,11.0,0,3,7.0,0,1,24.0,0,3,15.0,0,3,2.0,0,1,6.0,0,2
14522,3.0,0,1,13.0,0,3,19.0,0,3,20.0,1,3,5.0,0,1,17.0,0,2,8.0,0,1,6.0,0,2,22.0,0,2,9.0,0,1
14523,4.0,0,4,15.0,0,1,24.0,0,2,6.0,1,2,12.0,0,1,17.0,0,1,19.0,0,1,7.0,0,1,20.0,0,1,18.0,0,1
14524,20.0,1,2,27.0,0,2,22.0,0,1,17.0,0,2,4.0,0,2,26.0,0,2,2.0,0,2,23.0,0,2,12.0,0,2,11.0,0,2
14525,21.0,0,3,18.0,0,3,19.0,1,3,20.0,0,1,12.0,0,4,9.0,0,2,3.0,0,3,11.0,0,3,10.0,0,1,1.0,0,1
14526,3.0,1,2,2.0,0,3,20.0,0,3,6.0,0,1,4.0,0,2,17.0,0,2,21.0,0,1,12.0,0,3,13.0,0,2,14.0,0,2
14527,15.0,1,1,17.0,0,1,11.0,0,1,4.0,0,1,7.0,0,1,16.0,0,1,1.0,0,1,3.0,0,2,13.0,0,1,2.0,0,1
14528,7.0,0,2,12.0,0,3,2.0,0,1,15.0,0,3,6.0,0,2,9.0,0,1,13.0,0,2,3.0,0,3,1.0,0,2,18.0,0,3
14529,12.0,1,3,10.0,0,1,8.0,0,1,15.0,0,2,2.0,0,2,3.0,0,2,11.0,0,3,5.0,0,2,13.0,0,3,7.0,0,2
14530,23.0,1,3,9.0,0,2,11.0,0,3,26.0,0,1,22.0,0,3,7.0,0,1,24.0,0,2,1.0,0,3,6.0,0,1,13.0,0,1
14531,1.0,0,1,11.0,0,1,8.0,0,1,5.0,0,3,10.0,0,1,9.0,0,1,7.0,0,1,6.0,0,1,13.0,0,1,12.0,1,2
14532,17.0,0,2,16.0,0,1,15.0,0,1,13.0,0,1,1.0,1,1,18.0,0,4,19.0,0,4,3.0,0,2,6.0,0,1,10.0,0,2
14533,7.0,1,2,5.0,0,2,4.0,0,2,20.0,0,2,19.0,0,2,15.0,0,1,12.0,0,2,8.0,0,1,3.0,0,3,16.0,0,2
14534,1.0,1,2,5.0,0,2,22.0,0,2,17.0,0,2,21.0,0,2,9.0,0,1,14.0,0,1,15.0,0,1,6.0,0,2,12.0,0,1
14535,9.0,1,3,27.0,0,2,22.0,0,2,29.0,0,2,14.0,0,1,7.0,0,2,26.0,0,2,25.0,0,4,5.0,0,2,30.0,0,1
14537,18.0,0,2,3.0,0,2,21.0,0,3,20.0,0,2,16.0,0,2,14.0,0,1,13.0,0,2,9.0,0,2,15.0,0,1,1.0,0,1
14538,1.0,0,2,17.0,0,1,21.0,1,2,16.0,0,2,14.0,0,1,5.0,0,1,12.0,0,1,9.0,0,1,15.0,0,1,18.0,0,1
14539,11.0,1,3,10.0,0,4,9.0,0,2,12.0,0,1,6.0,0,4,14.0,0,1,5.0,0,1,8.0,0,1,13.0,0,1,1.0,0,1
14540,21.0,0,3,2.0,0,3,8.0,0,1,14.0,0,1,4.0,0,1,6.0,0,1,13.0,0,2,19.0,0,3,16.0,0,3,15.0,0,1
14541,14.0,1,4,5.0,0,3,7.0,0,2,2.0,0,3,3.0,0,2,16.0,0,2,18.0,0,2,15.0,0,1,6.0,0,1,11.0,0,3
14542,18.0,1,2,10.0,0,2,16.0,0,1,5.0,0,2,29.0,0,3,15.0,0,2,9.0,0,1,7.0,0,2,1.0,0,3,28.0,0,2
14543,14.0,0,2,3.0,0,2,24.0,0,2,23.0,0,1,20.0,0,1,5.0,0,2,9.0,0,1,7.0,0,2,17.0,0,2,1.0,0,1
14544,16.0,1,2,3.0,0,2,17.0,0,2,6.0,0,2,2.0,0,2,10.0,0,2,1.0,0,3,13.0,0,3,11.0,0,1,14.0,0,1
14545,12.0,0,2,16.0,0,2,9.0,0,1,7.0,1,2,15.0,0,2,11.0,0,1,8.0,0,1,2.0,0,2,10.0,0,2,5.0,0,1
14546,9.0,0,1,1.0,0,1,8.0,0,2,2.0,0,1,3.0,0,3,4.0,0,2,10.0,0,1,11.0,0,2,7.0,0,2,5.0,0,1
14547,1.0,0,4,21.0,0,2,11.0,0,2,20.0,0,1,22.0,0,1,18.0,0,1,14.0,0,2,6.0,0,2,8.0,0,2,13.0,0,2
